,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
851,726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,70,147,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
852,727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,70,239,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
853,728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,70,64,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
854,729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,70,147,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
855,730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
856,731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,70,53,Medium Fast,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
857,732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,70,124,Medium Fast,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
858,733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,70,218,Medium Fast,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
859,734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,70,51,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
860,735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,70,146,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
861,736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,70,60,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
862,737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,70,140,Medium Fast,1,Bug,,50.0,15,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
863,738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500,77,70,90,145,75,43,45,70,225,Medium Fast,1,Bug,,50.0,15,1,2,1,0.5,0.5,1,0.5,1,0,1,1,1,2,1,1,1,0.5,1
864,739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,70,68,Medium Fast,1,Water 3,,50.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
865,740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,70,167,Medium Fast,1,Water 3,,50.0,20,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
866,741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25.0,20,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
867,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25.0,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
868,741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25.0,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
869,741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25.0,20,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
870,742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,70,61,Medium Fast,2,Bug,Fairy,50.0,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
871,743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,70,162,Medium Fast,2,Bug,Fairy,50.0,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
872,744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
873,744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
874,745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,70,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
875,745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,70,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
876,745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487,75,117,65,55,65,110,90,70,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
877,746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,70,61,Fast,1,Water 2,,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
878,746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,70,217,Fast,1,Water 2,,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
879,747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,70,61,Medium Fast,1,Water 1,,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
880,748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,70,173,Medium Fast,1,Water 1,,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
881,749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,70,77,Medium Fast,1,Field,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
882,750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,70,175,Medium Fast,1,Field,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
883,751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,70,54,Medium Fast,2,Bug,Water 1,50.0,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
884,752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,70,159,Medium Fast,2,Bug,Water 1,50.0,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
885,753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,70,50,Medium Fast,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
886,754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,70,168,Medium Fast,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
887,755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,70,57,Medium Fast,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
888,756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,70,142,Medium Fast,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
889,757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,70,64,Medium Fast,2,Dragon,Monster,87.5,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
890,758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,70,168,Medium Fast,2,Dragon,Monster,0.0,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
891,759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,70,68,Medium Fast,1,Field,,50.0,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
892,760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,70,175,Medium Fast,1,Field,,50.0,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
893,761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,70,42,Medium Slow,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
894,762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,70,102,Medium Slow,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
895,763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,70,230,Medium Slow,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
896,764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,70,170,Fast,1,Grass,,25.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
897,765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,70,172,Slow,1,Field,,50.0,20,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
898,766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,172,Slow,1,Field,,50.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
899,767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230,25,35,40,20,30,80,90,70,46,Medium Fast,2,Bug,Water 3,50.0,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
900,768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530,75,125,140,60,90,40,45,70,186,Medium Fast,2,Bug,Water 3,50.0,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
901,769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,64,Medium Fast,1,Amorphous,,50.0,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
902,770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,168,Medium Fast,1,Amorphous,,50.0,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
903,771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,144,Fast,1,Water 1,,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
904,772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
905,773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
906,774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440,60,60,100,60,100,60,30,70,154,Medium Slow,1,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
907,774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,70,175,Medium Slow,1,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
908,775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,70,168,Slow,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
909,776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485,60,78,135,91,85,36,70,70,170,Medium Fast,2,Dragon,Monster,50.0,20,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
910,777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,70,152,Medium Fast,2,Fairy,Field,50.0,10,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
911,778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,70,167,Medium Fast,1,Amorphous,,50.0,20,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
912,779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,166,Medium Fast,1,Water 2,,50.0,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
913,780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,170,Medium Fast,2,Dragon,Monster,50.0,20,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
914,781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517,70,131,100,86,90,40,25,70,181,Medium Fast,1,Mineral,,,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
915,782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,60,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
916,783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,147,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
917,784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,270,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
918,785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
919,786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
920,787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,257,Slow,1,Undiscovered,,,15,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
921,788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,257,Slow,1,Undiscovered,,,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
922,789,Cosmog,Cosmog,コスモッグ (Cosmog),7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,0,40,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
923,790,Cosmoem,Cosmovum,コスモウム (Cosmovum),7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,0,140,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
924,791,Solgaleo,Solgaleo,ソルガレオ (Solgaleo),7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230.0,1,Full Metal Body,,,680,137,137,107,113,89,97,45,0,306,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
925,792,Lunala,Lunala,ルナアーラ (Lunala),7,Legendary,Moone Pokémon,2,Psychic,Ghost,4.0,120.0,1,Shadow Shield,,,680,137,113,89,137,107,97,45,0,306,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
926,793,Nihilego,Anego,ウツロイド (Uturoid),7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,0,257,Slow,1,Undiscovered,,,120,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
927,794,Buzzwole,Masskito,マッシブーン (Massivoon),7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
928,795,Pheromosa,Schabelle,フェローチェ (Pheroache),7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25.0,1,Beast Boost,,,570,71,137,37,137,37,151,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
929,796,Xurkitree,Voltriant,デンジュモク (Denjyumoku),7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100.0,1,Beast Boost,,,570,83,89,71,173,71,83,45,0,257,Slow,1,Undiscovered,,,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
930,797,Celesteela,Kaguron,テッカグヤ (Tekkaguya),7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,0,257,Slow,1,Undiscovered,,,120,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
931,798,Kartana,Katagami,カミツルギ (Kamiturugi),7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,0,257,Slow,1,Undiscovered,,,120,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
932,799,Guzzlord,Schlingking,アクジキング (Akuziking),7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888.0,1,Beast Boost,,,570,223,101,53,97,53,43,45,0,257,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
